HBName,DailyPositive,CumulativePositive,datevar,rna_value,weekday,day,NHS_Borders,NHS_Dumfries_and_Galloway,NHS_Fife,NHS_Forth_Valley,NHS_Grampian,NHS_Greater_Glasgow_and_Clyde,NHS_Highland,NHS_Lanarkshire,NHS_Lothian,NHS_Orkney,NHS_Shetland,NHS_Tayside,NHS_Western_Isles
NHS Forth Valley,1,1121,24-Aug-20,0,2,Mon,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,3,1896,24-Aug-20,6375,2,Mon,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,31,5294,24-Aug-20,3212,2,Mon,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,2,409,24-Aug-20,658,2,Mon,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,6,2901,24-Aug-20,0,2,Mon,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,5,3306,24-Aug-20,0,2,Mon,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,1,17,24-Aug-20,36871,2,Mon,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,56,24-Aug-20,0,2,Mon,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,10,2088,24-Aug-20,9918,2,Mon,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,7,24-Aug-20,0,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,4,1318,25-Aug-20,0,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,1,353,25-Aug-20,1505.726892,3,Tue,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,3,317,25-Aug-20,0,3,Tue,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,3,988,25-Aug-20,2666.168692,3,Tue,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,4,1125,25-Aug-20,658,3,Tue,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,6,1902,25-Aug-20,658,3,Tue,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,23,5317,25-Aug-20,6642.743361,3,Tue,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,0,409,25-Aug-20,0,3,Tue,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,11,2912,25-Aug-20,3686.662158,3,Tue,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,5,3311,25-Aug-20,0,3,Tue,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,17,25-Aug-20,36871,3,Tue,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,56,25-Aug-20,0,3,Tue,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,11,2099,25-Aug-20,9918,3,Tue,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,7,25-Aug-20,0,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,17,1335,26-Aug-20,0,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,4,357,26-Aug-20,1505.726892,4,Wed,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,0,317,26-Aug-20,0,4,Wed,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,4,992,26-Aug-20,0,4,Wed,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,7,1132,26-Aug-20,658,4,Wed,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,4,1906,26-Aug-20,3280,4,Wed,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,29,5346,26-Aug-20,2516,4,Wed,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,3,412,26-Aug-20,0,4,Wed,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,11,2923,26-Aug-20,9785,4,Wed,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,8,3319,26-Aug-20,658,4,Wed,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,17,26-Aug-20,4418,4,Wed,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,56,26-Aug-20,0,4,Wed,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,11,2110,26-Aug-20,8360,4,Wed,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,7,26-Aug-20,0,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,10,1345,27-Aug-20,0,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,3,360,27-Aug-20,1505.726892,5,Thu,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,0,317,27-Aug-20,0,5,Thu,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,4,996,27-Aug-20,0,5,Thu,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,7,1139,27-Aug-20,658,5,Thu,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,5,1911,27-Aug-20,3280,5,Thu,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,28,5374,27-Aug-20,2516,5,Thu,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,3,415,27-Aug-20,0,5,Thu,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,16,2939,27-Aug-20,9785,5,Thu,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,13,3332,27-Aug-20,658,5,Thu,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,17,27-Aug-20,4418,5,Thu,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,56,27-Aug-20,0,5,Thu,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,11,2121,27-Aug-20,8360,5,Thu,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,7,27-Aug-20,0,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,6,1351,28-Aug-20,0,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,1,361,28-Aug-20,1505.726892,6,Fri,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,1,318,28-Aug-20,0,6,Fri,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,2,998,28-Aug-20,0,6,Fri,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,3,1142,28-Aug-20,658,6,Fri,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,1,1912,28-Aug-20,0,6,Fri,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,44,5418,28-Aug-20,0,6,Fri,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,5,420,28-Aug-20,76.97888446,6,Fri,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,20,2959,28-Aug-20,2224.020693,6,Fri,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,12,3344,28-Aug-20,658,6,Fri,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,17,28-Aug-20,4418,6,Fri,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,56,28-Aug-20,0,6,Fri,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,9,2130,28-Aug-20,8360,6,Fri,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,7,28-Aug-20,0,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,3,1354,29-Aug-20,0,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,3,364,29-Aug-20,1505.726892,7,Sat,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,0,318,29-Aug-20,0,7,Sat,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,1,999,29-Aug-20,0,7,Sat,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,5,1147,29-Aug-20,658,7,Sat,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,1,1913,29-Aug-20,0,7,Sat,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,45,5463,29-Aug-20,0,7,Sat,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,1,421,29-Aug-20,76.97888446,7,Sat,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,17,2976,29-Aug-20,2224.020693,7,Sat,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,16,3360,29-Aug-20,658,7,Sat,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,17,29-Aug-20,4418,7,Sat,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,56,29-Aug-20,0,7,Sat,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,3,2133,29-Aug-20,8360,7,Sat,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,7,29-Aug-20,0,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,11,1365,30-Aug-20,0,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,1,365,30-Aug-20,1505.726892,1,Sun,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,0,318,30-Aug-20,0,1,Sun,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,4,1003,30-Aug-20,0,1,Sun,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,3,1150,30-Aug-20,658,1,Sun,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,0,1913,30-Aug-20,0,1,Sun,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,42,5505,30-Aug-20,0,1,Sun,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,3,424,30-Aug-20,76.97888446,1,Sun,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,20,2996,30-Aug-20,2224.020693,1,Sun,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,10,3370,30-Aug-20,658,1,Sun,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,1,18,30-Aug-20,4418,1,Sun,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,56,30-Aug-20,0,1,Sun,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,7,2140,30-Aug-20,8360,1,Sun,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,7,30-Aug-20,0,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,5,1370,31-Aug-20,0,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,3,368,31-Aug-20,1505.726892,2,Mon,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,0,318,31-Aug-20,0,2,Mon,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,0,1003,31-Aug-20,0,2,Mon,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,7,1157,31-Aug-20,658,2,Mon,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,4,1917,31-Aug-20,2628,2,Mon,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,78,5583,31-Aug-20,6013,2,Mon,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,7,431,31-Aug-20,658,2,Mon,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,22,3018,31-Aug-20,2224.020693,2,Mon,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,12,3382,31-Aug-20,3866,2,Mon,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,18,31-Aug-20,4418,2,Mon,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,56,31-Aug-20,0,2,Mon,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,6,2146,31-Aug-20,8360,2,Mon,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,7,31-Aug-20,0,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,7,1377,01-Sep-20,3172,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,1,369,01-Sep-20,2446.757852,3,Tue,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,3,321,01-Sep-20,0,3,Tue,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,5,1008,01-Sep-20,0,3,Tue,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,4,1161,01-Sep-20,0,3,Tue,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,14,1931,01-Sep-20,1512,3,Tue,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,87,5670,01-Sep-20,7906.783535,3,Tue,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,23,454,01-Sep-20,1950.294823,3,Tue,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,24,3042,01-Sep-20,11351,3,Tue,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,20,3402,01-Sep-20,3866,3,Tue,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,18,01-Sep-20,4418,3,Tue,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,56,01-Sep-20,0,3,Tue,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,11,2157,01-Sep-20,8360,3,Tue,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,7,01-Sep-20,0,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,14,1391,02-Sep-20,3172,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,6,375,02-Sep-20,2446.757852,4,Wed,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,0,321,02-Sep-20,0,4,Wed,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,5,1013,02-Sep-20,658,4,Wed,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,8,1169,02-Sep-20,0,4,Wed,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,7,1938,02-Sep-20,1512,4,Wed,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,94,5764,02-Sep-20,10154,4,Wed,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,3,457,02-Sep-20,568.8239375,4,Wed,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,25,3067,02-Sep-20,7857.317083,4,Wed,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,22,3424,02-Sep-20,1691,4,Wed,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,18,02-Sep-20,0,4,Wed,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,56,02-Sep-20,0,4,Wed,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,6,2163,02-Sep-20,1870,4,Wed,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,2,9,02-Sep-20,0,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,9,1400,03-Sep-20,3172,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,3,378,03-Sep-20,2446.757852,5,Thu,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,0,321,03-Sep-20,0,5,Thu,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,4,1017,03-Sep-20,658,5,Thu,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,20,1189,03-Sep-20,1903,5,Thu,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,9,1947,03-Sep-20,1512,5,Thu,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,85,5849,03-Sep-20,10154,5,Thu,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,6,463,03-Sep-20,568.8239375,5,Thu,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,28,3095,03-Sep-20,7857.317083,5,Thu,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,27,3451,03-Sep-20,1691,5,Thu,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,18,03-Sep-20,0,5,Thu,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,56,03-Sep-20,0,5,Thu,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,10,2173,03-Sep-20,1870,5,Thu,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,9,03-Sep-20,0,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,10,1410,04-Sep-20,3172,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,3,381,04-Sep-20,2446.757852,6,Fri,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,0,321,04-Sep-20,0,6,Fri,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,7,1024,04-Sep-20,0,6,Fri,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,14,1203,04-Sep-20,1903,6,Fri,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,8,1955,04-Sep-20,658,6,Fri,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,78,5927,04-Sep-20,10614,6,Fri,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,5,468,04-Sep-20,7024.507968,6,Fri,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,32,3127,04-Sep-20,5561.074693,6,Fri,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,12,3463,04-Sep-20,1691,6,Fri,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,18,04-Sep-20,0,6,Fri,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,56,04-Sep-20,0,6,Fri,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,2,2175,04-Sep-20,1870,6,Fri,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,9,04-Sep-20,0,6,Fri,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,7,1417,05-Sep-20,3172,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,0,381,05-Sep-20,2446.757852,7,Sat,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,1,322,05-Sep-20,0,7,Sat,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,2,1026,05-Sep-20,0,7,Sat,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,2,1205,05-Sep-20,1903,7,Sat,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,4,1959,05-Sep-20,658,7,Sat,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,77,6004,05-Sep-20,10614,7,Sat,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,7,475,05-Sep-20,7024.507968,7,Sat,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,18,3145,05-Sep-20,5561.074693,7,Sat,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,12,3475,05-Sep-20,1691,7,Sat,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,18,05-Sep-20,0,7,Sat,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,56,05-Sep-20,0,7,Sat,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,6,2181,05-Sep-20,1870,7,Sat,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,9,05-Sep-20,0,7,Sat,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,10,1427,06-Sep-20,3172,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,1,382,06-Sep-20,2446.757852,1,Sun,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,0,322,06-Sep-20,0,1,Sun,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,4,1030,06-Sep-20,247.3309021,1,Sun,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,7,1212,06-Sep-20,1903,1,Sun,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,6,1965,06-Sep-20,658,1,Sun,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,76,6080,06-Sep-20,10614,1,Sun,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,3,478,06-Sep-20,7024.507968,1,Sun,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,22,3167,06-Sep-20,5561.074693,1,Sun,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,18,3493,06-Sep-20,1691,1,Sun,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,18,06-Sep-20,0,1,Sun,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,56,06-Sep-20,0,1,Sun,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,6,2187,06-Sep-20,1870,1,Sun,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,9,06-Sep-20,0,1,Sun,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,6,1433,07-Sep-20,0,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,1,383,07-Sep-20,2446.757852,2,Mon,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,4,326,07-Sep-20,3069.666667,2,Mon,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,6,1036,07-Sep-20,0,2,Mon,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,5,1217,07-Sep-20,0,2,Mon,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,2,1967,07-Sep-20,658,2,Mon,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,91,6171,07-Sep-20,16508,2,Mon,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,0,478,07-Sep-20,2825,2,Mon,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,21,3188,07-Sep-20,5561.074693,2,Mon,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,28,3521,07-Sep-20,9357,2,Mon,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,18,07-Sep-20,0,2,Mon,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,56,07-Sep-20,0,2,Mon,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,4,2191,07-Sep-20,1870,2,Mon,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,9,07-Sep-20,0,2,Mon,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,10,1443,08-Sep-20,0,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,3,386,08-Sep-20,2126.505639,3,Tue,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,3,329,08-Sep-20,658,3,Tue,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,5,1041,08-Sep-20,546.5336348,3,Tue,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,2,1219,08-Sep-20,2085,3,Tue,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,5,1972,08-Sep-20,0,3,Tue,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,40,6211,08-Sep-20,12967.32978,3,Tue,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,2,480,08-Sep-20,7171,3,Tue,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,21,3209,08-Sep-20,5561.074693,3,Tue,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,7,3528,08-Sep-20,9357,3,Tue,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,18,08-Sep-20,0,3,Tue,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,0,56,08-Sep-20,0,3,Tue,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,6,2197,08-Sep-20,1870,3,Tue,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,9,08-Sep-20,0,3,Tue,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,17,1460,09-Sep-20,0,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,5,391,09-Sep-20,2126.505639,4,Wed,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,3,332,09-Sep-20,658,4,Wed,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,3,1044,09-Sep-20,0,4,Wed,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,6,1225,09-Sep-20,2085,4,Wed,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,3,1975,09-Sep-20,0,4,Wed,0,0,0,0,1,0,0,0,0,0,0,0,0
NHS Greater Glasgow and Clyde,84,6295,09-Sep-20,10928,4,Wed,0,0,0,0,0,1,0,0,0,0,0,0,0
NHS Highland,3,483,09-Sep-20,568.8239375,4,Wed,0,0,0,0,0,0,1,0,0,0,0,0,0
NHS Lanarkshire,59,3268,09-Sep-20,2754,4,Wed,0,0,0,0,0,0,0,1,0,0,0,0,0
NHS Lothian,36,3564,09-Sep-20,9357,4,Wed,0,0,0,0,0,0,0,0,1,0,0,0,0
NHS Orkney,0,18,09-Sep-20,0,4,Wed,0,0,0,0,0,0,0,0,0,1,0,0,0
NHS Shetland,1,57,09-Sep-20,0,4,Wed,0,0,0,0,0,0,0,0,0,0,1,0,0
NHS Tayside,2,2199,09-Sep-20,1351,4,Wed,0,0,0,0,0,0,0,0,0,0,0,1,0
NHS Western Isles,0,9,09-Sep-20,0,4,Wed,0,0,0,0,0,0,0,0,0,0,0,0,1
NHS Ayrshire and Arran,5,1465,10-Sep-20,0,5,Thu,0,0,0,0,0,0,0,0,0,0,0,0,0
NHS Borders,4,395,10-Sep-20,2126.505639,5,Thu,1,0,0,0,0,0,0,0,0,0,0,0,0
NHS Dumfries and Galloway,2,334,10-Sep-20,658,5,Thu,0,1,0,0,0,0,0,0,0,0,0,0,0
NHS Fife,8,1052,10-Sep-20,0,5,Thu,0,0,1,0,0,0,0,0,0,0,0,0,0
NHS Forth Valley,3,1228,10-Sep-20,2085,5,Thu,0,0,0,1,0,0,0,0,0,0,0,0,0
NHS Grampian,3,1978,10-Sep-20,0,5,Thu,0,0,0,0,1,0,0,0,0,0,0,0,0
